"stageType" "stageId" "zoneId" "code" "apCost" "30073" "30083" "30093" "30103" "30011" "30061" "30031" "30021" "30041" "30051" "realCost" "margin"
"99" "MAIN" "main_05-06" "main_5" "5-6" 18 0 0.327179487179487 0 0 0 0 0 0.913846153846154 0.887179487179487 0 24.9294868355358 0.384971490863102
"100" "MAIN" "main_05-07" "main_5" "5-7" 21 0 0 0.34467096229006 0 0 0 0 0 3.17397274743847 0 31.7704330920001 0.51287776628572
"101" "MAIN" "main_05-08" "main_5" "5-8" 18 0 0.0330604534005038 0.0125944584382872 0.0119647355163728 0 0 0.964420654911839 0.396725440806045 0 5.16215365239295 26.6467268368896 0.480373713160536
"102" "MAIN" "main_05-09" "main_5" "5-9" 18 0.026952695269527 0 0 0.222772277227723 1.61606160616062 0.62046204620462 0 0 0 0 25.0496735112724 0.39164852840402
"103" "MAIN" "main_05-10" "main_5" "5-10" 21 0 0 0 0 5.56148607496816 3.76258235978074 0 0 0 0 31.3180288622158 0.491334707724563
"104" "SUB" "sub_05-1-1" "main_5" "S5-1" 18 0 0 0 0 5.10526315789474 0 0 0 0 0 21.5760285870533 0.198668254836292
"105" "SUB" "sub_05-1-2" "main_5" "S5-2" 18 0 0.0258620689655172 0 0 0 0 0 0.941810344827586 0.900862068965517 0 20.6546886408754 0.147482702270855
"106" "SUB" "sub_05-2-1" "main_5" "S5-3" 18 0 0 0 0 0 0 3.38571428571429 0 0 0 21.147973981909 0.174887443439389
"107" "SUB" "sub_05-2-2" "main_5" "S5-4" 18 0 0 0 0 0 0 0 3.36486486486486 0 0 21.5398458046 0.196658100255555
"108" "SUB" "sub_05-3-1" "main_5" "S5-5" 18 0 0 0 0 0 2.015625 0 0 0 0 21.4405147234162 0.191139706856455
"109" "SUB" "sub_05-3-2" "main_5" "S5-6" 18 0 0.0209481808158765 0 0 0 0 0 1.00992282249173 0.722160970231533 0 20.3993839570975 0.133299108727637
"138" "MAIN" "main_06-01" "main_6" "6-1" 18 0 0 0 0 0 0 0 0 2.65467625899281 0 21.8096040260548 0.211644668114157
"139" "MAIN" "main_06-02" "main_6" "6-2" 18 0.0357568533969011 0.372169249106079 0.0113230035756853 0.0116209773539928 0 0 1.35250297973778 0 0 0.751787842669845 26.4259758376349 0.468109768757497
"140" "MAIN" "main_06-03" "main_6" "6-3" 18 0.0167714884696017 0 0 0 1.64150943396226 0.490566037735849 0 4.67924528301887 0 0 25.1244827136422 0.395804595202342
"141" "MAIN" "main_06-04" "main_6" "6-4" 18 0.041553748870822 0 0.020776874435411 0.00903342366757001 0 0 6.38482384823848 0 0 1.19512195121951 26.5053269225619 0.472518162364552
"142" "MAIN" "main_06-05" "main_6" "6-5" 18 0 0 0 0 9.10230868393297 0 2.15727176842845 0 0 0 26.3815869757503 0.465643720875016
"144" "MAIN" "main_06-07" "main_6" "6-8" 18 0 0.00974025974025974 0 0 0 0 0 1.02272727272727 0.728896103896104 3.50649350649351 24.6013529101186 0.366741828339922
"145" "MAIN" "main_06-08" "main_6" "6-9" 18 0 0 0 0 0 0 3.26470588235294 0 0 0 21.0354626258914 0.168636812549523
"146" "MAIN" "main_06-09" "main_6" "6-10" 18 0 0 0.0116279069767442 0.0126849894291755 0 0 1.00422832980973 0 3.62790697674419 0.638477801268499 25.3968385465122 0.410935474806233
"147" "MAIN" "main_06-10" "main_6" "6-11" 21 0.479571085228323 0 0 0 0 2.29395452024404 0 0 0 0 31.0558890771701 0.478851860817625
"148" "MAIN" "main_06-11" "main_6" "6-12" 18 0 0.0154241645244216 0 0 0 0 0 0.970437017994859 0.719794344473008 0 20.2751799013003 0.12639888340557
"149" "MAIN" "main_06-12" "main_6" "6-14" 18 0.010989010989011 0 0.265934065934066 0 1.57692307692308 0.559340659340659 0 0 0 0 24.9957329890117 0.388651832722871
"150" "MAIN" "main_06-13" "main_6" "6-15" 18 0 0 0.00508187464709204 0.162055335968379 0.592885375494071 0 1.77188029361942 0 0 1 24.6753534198271 0.370852967768174
"151" "MAIN" "main_06-14" "main_6" "6-16" 21 0 0 0 0 0 3.70558530986993 0 0 0 3.02341239479725 31.06694512729 0.479378339394764
"153" "SUB" "sub_03-3-1" "main_3" "S3-6" 15 0 0 0 0 0.875886524822695 0.313238770685579 0.607565011820331 0 0 0 16.7130995544356 0.114206636962374
"154" "SUB" "sub_04-4-1" "main_4" "S4-10" 18 0.0142241379310345 0 0 0 1.50474137931035 0.669396551724138 0 0 0 0 20.3787393691192 0.132152187173286
"155" "SUB" "sub_05-4-1" "main_5" "S5-7" 18 0 0 0.0132183908045977 0.00919540229885057 0 0 0.966379310344828 0 0 0.783908045977011 20.2933707336068 0.12740948520038
"156" "SUB" "sub_05-4-2" "main_5" "S5-8" 18 0.0163162849074365 0 0 0 1.52902416065265 0.565735801694383 0 0 0 0 20.2455948851442 0.124755271396903
"157" "SUB" "sub_06-1-1" "main_6" "S6-1" 18 0 0 0.00892857142857143 0.0133928571428571 0 0 1.00892857142857 0 0 0.959821428571428 20.5583270005318 0.142129277807321
"158" "SUB" "sub_06-1-2" "main_6" "S6-2" 18 0 0 0 0 4.65957446808511 0 0 0 0 0 21.2638418404757 0.181324546693093
"159" "SUB" "sub_06-2-1" "main_6" "S6-3" 18 0 0 0 0 0 0 0 0 0 2.88461538461538 21.5700236001624 0.198334644453468
"160" "SUB" "sub_06-2-2" "main_6" "S6-4" 18 0 0 0.0223463687150838 0.0297951582867784 0 0 0.880819366852886 0 0 0.731843575418994 20.7313569850774 0.151742054726522
