"stageType" "stageId" "zoneId" "code" "apCost" "30073" "30083" "30093" "30103" "30011" "30061" "30031" "30021" "30041" "30051" "realCost" "margin"
"45" "MAIN" "sub_02-12" "main_2" "S2-12" 15 0 0 0 0 6.9493769470405 0.349299065420561 0.567367601246106 0 0 0 23.7804491126162 0.585363274174416
"46" "MAIN" "main_03-01" "main_3" "3-1" 15 0 0 0 0 0 0 0 0.533845954468876 0.4293921983671 4.78880297205063 25.3295900096527 0.68863933397685
"47" "MAIN" "main_03-02" "main_3" "3-2" 15 0 0.376955849639935 0 0 0.830185122346643 0.340534630320854 0.545790446027976 0 0 0 25.109419358461 0.673961290564065
"48" "MAIN" "main_03-03" "main_3" "3-3" 15 0 0 0.320088503733751 0 0.820134599428413 0.336406379644141 0.561998709320549 0 0 0 25.4042389379256 0.69361592919504
"49" "MAIN" "main_03-04" "main_3" "3-4" 15 0 0 0 0 0.837447089219944 3.64696828101809 0.552855807817052 0 0 0 25.5790838968973 0.705272259793153
"52" "MAIN" "main_03-07" "main_3" "3-7" 15 0 0 0 0 0 0 0 0.524019607843137 0.437254901960784 3.80441176470588 23.5330293567105 0.568868623780697
"53" "MAIN" "main_03-08" "main_3" "3-8" 18 0.0371575522200063 0 0.0113362023722053 0.00955180014695077 0 0 6.31720373674819 0 0 1.23134250026241 30.0824618699327 0.671247881662927
"54" "SUB" "sub_03-1-1" "main_3" "S3-1" 15 0 0 0 0 0 0 0 4.67401021711367 0.416347381864623 0.417305236270754 23.2817865297717 0.552119101984782
"55" "SUB" "sub_03-1-2" "main_3" "S3-2" 15 0 0 0 0 0.81335952848723 0.369842829076621 4.68516699410609 0 0 0 23.0940422257645 0.539602815050969
"56" "SUB" "sub_03-2-1" "main_3" "S3-3" 15 0 0 0 0 0 0 0 0.530162230272484 3.76059221924713 0.419593636793196 23.6881532300362 0.579210215335744
"57" "SUB" "sub_03-2-2" "main_3" "S3-4" 15 0 0 0 0 0.808664259927798 2.80406957663275 0.56711519527404 0 0 0 23.4960377300845 0.566402515338964
"60" "MAIN" "main_04-02" "main_4" "4-2" 18 0 0.0573947762435535 0 0 0 0 0 6.44568291465646 1.27308268175012 0 30.8697884199273 0.714988245551515
"62" "MAIN" "main_04-04" "main_4" "4-4" 18 0.4208908929033 0 0 0.0507768746948505 1.54099773112381 0.639306125965708 0 0.609322496338206 0 0 31.6851944646612 0.760288581370067
"63" "MAIN" "main_04-05" "main_4" "4-5" 18 0 0.0367938553022795 0.0116038982490915 0.0105302279484638 0 0 0.949000660720185 0.441526263627354 0 5.22538817310869 30.7944224509 0.710801247272225
"64" "MAIN" "main_04-06" "main_4" "4-6" 18 0.021586175841495 0 0 0 7.92598221321626 0.647444557019025 0 0 0 0 28.1723880504175 0.565132669467637
"65" "MAIN" "main_04-07" "main_4" "4-7" 18 0.0587995100040833 0.376605835977008 0 0 1.55919213493734 0.642083110845871 0.473411439520055 0 0 0 30.646280532555 0.702571140697501
"66" "MAIN" "main_04-08" "main_4" "4-8" 21 0 0 0.39380838415811 0.0203041766386165 0 0.544275457422991 1.06870995136262 0 0.544275457422991 0.841349494325639 36.7326022762484 0.749171536964208
"67" "MAIN" "main_04-09" "main_4" "4-9" 21 0 0 0.0229109133681088 0.340902117213869 1.31533190140125 0 1.08632504858341 0 0 1.91497050901776 37.4059447875716 0.781235466074836
"68" "MAIN" "main_04-10" "main_4" "4-10" 21 0.0359281437125748 0 0.0300189095493224 0 2.26292152537031 4.46702647336905 0 0 0 0 35.7642399294282 0.703059044258486
"69" "SUB" "sub_04-1-1" "main_4" "S4-1" 18 0 0.0158767716442278 0 0 0 0.395239334642595 0.395239334642595 0.973925182783995 5.15907531410454 0 31.0537629823329 0.725209054574052
"94" "MAIN" "main_05-01" "main_5" "5-1" 18 0.0202106461713635 0 0 0 8.20979220039852 0.700825505266154 0 0 0 0 28.5688677431222 0.587159319062344
"95" "MAIN" "main_05-02" "main_5" "5-2" 18 0.0203848662752772 0.0331050228310502 0 0 1.56914546640574 0.673352902804958 0 5.20156555772994 0.397260273972603 0 30.586757921308 0.699264328961557
"96" "MAIN" "main_05-03" "main_5" "5-3" 18 0 0 0 0 0 0 5.87701509956963 2.54942008899263 0 0 29.6314509906781 0.64619172170434
"97" "MAIN" "main_05-04" "main_5" "5-4" 18 0.362537764350453 0 0.00604229607250755 0.00755287009063444 0 0 0.871601208459215 0 0 0.762839879154078 28.0265094850616 0.557028304725644
"98" "MAIN" "main_05-05" "main_5" "5-5" 18 0.0223025919228451 0 0 0 1.57132810930279 1.00160739401246 0.337552742616034 0 4.24713682941531 0 31.0591108125617 0.725506156253428
"99" "MAIN" "main_05-06" "main_5" "5-6" 18 0 0.327179487179487 0 0 0 0 0 0.913846153846154 0.887179487179487 0 27.6684165768245 0.53713425426803
"100" "MAIN" "main_05-07" "main_5" "5-7" 21 0 0 0.34467096229006 0 0 0 0 0 3.17397274743847 0 35.6258913999772 0.696471019046535
"101" "MAIN" "main_05-08" "main_5" "5-8" 18 0 0.0330604534005038 0.0125944584382872 0.0119647355163728 0 0 0.964420654911839 0.396725440806045 0 5.16215365239295 30.6240289017959 0.701334938988664
"102" "MAIN" "main_05-09" "main_5" "5-9" 18 0.026952695269527 0 0 0.222772277227723 1.61606160616062 0.62046204620462 0 0 0 0 27.9330720360939 0.551837335338551
"103" "MAIN" "main_05-10" "main_5" "5-10" 21 0 0 0 0 5.56148607496816 3.76258235978074 0 0 0 0 35.9767324134379 0.713177733973231
"139" "MAIN" "main_06-02" "main_6" "6-2" 18 0.0357568533969011 0.372169249106079 0.0113230035756853 0.0116209773539928 0 0 1.35250297973778 0 0 0.751787842669845 30.0913592585549 0.671742181030828
"140" "MAIN" "main_06-03" "main_6" "6-3" 18 0.0167714884696017 0 0 0 1.64150943396226 0.490566037735849 0 4.67924528301887 0 0 27.9587434948367 0.553263527490931
"141" "MAIN" "main_06-04" "main_6" "6-4" 18 0.041553748870822 0 0.020776874435411 0.00903342366757001 0 0 6.38482384823848 0 0 1.19512195121951 30.4145756338144 0.689698646323025
"142" "MAIN" "main_06-05" "main_6" "6-5" 18 0 0 0 0 9.10230868393297 0 2.15727176842845 0 0 0 30.2914478122549 0.682858211791939
"144" "MAIN" "main_06-07" "main_6" "6-8" 18 0 0.00974025974025974 0 0 0 0 0 1.02272727272727 0.728896103896104 3.50649350649351 27.4604364366469 0.52557980203594
"146" "MAIN" "main_06-09" "main_6" "6-10" 18 0 0 0.0116279069767442 0.0126849894291755 0 0 1.00422832980973 0 3.62790697674419 0.638477801268499 28.0762502928895 0.559791682938304
"147" "MAIN" "main_06-10" "main_6" "6-11" 21 0.479571085228323 0 0 0 0 2.29395452024404 0 0 0 0 36.0218200768351 0.715324765563575
"149" "MAIN" "main_06-12" "main_6" "6-14" 18 0.010989010989011 0 0.265934065934066 0 1.57692307692308 0.559340659340659 0 0 0 0 27.8363018218186 0.546461212323258
"150" "MAIN" "main_06-13" "main_6" "6-15" 18 0 0 0.00508187464709204 0.162055335968379 0.592885375494071 0 1.77188029361942 0 0 1 27.485553383168 0.526975187953777
"151" "MAIN" "main_06-14" "main_6" "6-16" 21 0 0 0 0 0 3.70558530986993 0 0 0 3.02341239479725 35.63266454797 0.696793549903331
